,Unnamed: 0,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
459,459,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7603/9780760349878.jpg,The Complete Book of Classic Volkswagens,John Gunnell,Hardback,4.5,35.05,$,45.8,9780760349878,Transport,dataset/Transport/0000460.jpg,"Volkswagens are some of the most iconic and easily recognizable cars on the road, and The Complete Book of Classic Volkswagens is your definitive visual encyclopedia. The classic air-cooled Volkswagen Beetle, officially the Volkswagen Type 1, is regarded as one of the most important and well-engineered vehicles of the twentieth century. It was the most popular imported car in America in the 1960s, and before that it enjoyed a humble beginning as ""the people's car"" in its native Germany. The Complete Book of Classic Volkswagens encompasses the evolution of the popular Beetle as well as other variations of Volkswagen's air-cooled cars, vans, and trucks. Thoroughly illustrated, this is an invaluable reference to Volkswagen's collectible and iconic cars. The history of VW automobiles is just as colorful as the hues they were manufactured in, and this book illustrates the full story. German automakers originally sought to supply their countrymen with an automobile that was easy to mass produce. By 1938, they finalized the design for the VW ""Bug""--the first rear-engined, rear-wheel-drive configured car. In its heyday, the rounded Beetle was produced at a rate of more than one million per year. Today, with more than 23 million cars built, the Beetle holds the record as the most-produced passenger car of all time. But the Beetle is only one part of The Complete Book of Classic Volkswagens. The rest--from Type 2 vans, pick-ups, and campers to the Type 113 ""Super Beetle""--is included here. If you're the owner of a Volkswagen or if you just love their iconic look and you're interested in their evolution, this book deserves a place on your bookshelf."
460,460,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5006/9780500650011.jpg,Flight School,Nick Barnard,Paperback,4.5,9.85,$,,9780500650011,Transport,dataset/Transport/0000461.jpg,
461,461,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8435/9781843546306.jpg,Fire and Steam,Christian Wolmar,Paperback,4.0,14.83,$,24.1,9781843546306,Transport,dataset/Transport/0000462.jpg,
462,462,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5881/9781588167231.jpg,Popular Mechanics Complete Car Care Manual,Popular Mechanics,Paperback,3.5,19.25,$,19.6,9781588167231,Transport,dataset/Transport/0000463.jpg,Vehicle maintenance.
463,463,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9311/9781931128032.jpg,How to Rebuild Your Nissan & Datsun Ohc Engine,Tom Monroe,Paperback,3.5,17.84,$,24.0,9781931128032,Transport,dataset/Transport/0000464.jpg,
464,464,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8552/9781855201972.jpg,Volkswagen Workshop Manual: Vw Transporter 1954-67: Part No Owm834,Brooklands Books,Paperback,3.0,22.84,$,26.5,9781855201972,Transport,dataset/Transport/0000465.jpg,"This is the story of VW's timeless classic, the Type 2 Transporter, universally known as the ”Bus”. It is sixty years since the idea of VW‘s Transporter was conceived by Dutchman Ben Pon after seeing motorized trollies conveying components around the British-managed Wolfsburg factory in the mid-1940s. With blueprints complete by November 1948, the “Bulli” as it was known in Germany went into production a year later. The 100,000th Transporter was built in October 1954, the millionth in 1961 and the 3 millionth in 1971, the total number of vehicles exceeding 6.5 million. The Transporter changed little in concept throughout decades of production, and remained in production in Brazil until very recently, nearly six decades after its postwar German debut. Researched in incredible detail, this book explores the story of the VW bus, from early origins through to the present day. This entirely new edition includes details of many of the different camper conversions, and examines the social history and the T2's evolution. Including full specifications, production figures and buying advice, this totally reworked classic is an interesting, highly informative read and a must for any VW enthusiast."
465,465,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7603/9780760342732.jpg,How to Ride off-Road Motorcycles,Gary Laplante,Paperback,4.5,19.49,$,24.0,9780760342732,Transport,dataset/Transport/0000466.jpg,"Off-road riding is one of motorcycling's most popular pursuits and also one of its best training grounds for improving street-riding skills. Off-road riding takes many forms, from motocross and enduro racing, to dual-sport day trips, to trail riding, to adventure tours. No matter the specific pursuit, all dirt riding (and much street riding) shares the same basic skill set. How to Ride Off-Road Motorcycles schools the reader in all the skills necessary to ride safely and quickly off-road. Chapters cover the basics, such as body position, turning, braking, and throttle control, then proceed to advanced techniques, such as sliding, jumps, wheelies, hill-climbing, and more. If you've ever wanted to try dirt riding or if you're an experienced rider looking to sharpen your skill set, How to Ride Off-Road Motorcycles is a perfect riding coach."
466,466,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9065/9781906512682.jpg,Manual of Repairing & Reconditioning Starter Motors and Alternators,James Clinton,Paperback,3.5,14.67,$,14.99,9781906512682,Transport,dataset/Transport/0000467.jpg,
467,467,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7823/9781782393580.jpg,The Sea and Civilization,Lincoln P. Paine,Paperback,4.0,26.92,$,31.9,9781782393580,Transport,dataset/Transport/0000468.jpg,"A monumental, wholly accessible work of scholarship that retells human history through the story of mankind's relationship with the sea. An accomplishment of both great sweep and illuminating detail, The Sea and Civilization is a stunning work of history that reveals in breathtaking depth how people first came into contact with one another by ocean and river, and how goods, languages, religions, and entire cultures spread across and along the world's waterways. Lincoln Paine takes us back to the origins of long-distance migration by sea with our ancestors' first forays from Africa and Eurasia to Australia and the Americas. He demonstrates the critical role of maritime trade to the civilizations of ancient Egypt and Mesopotamia, and the Indus Valley. He reacquaints us with the great seafaring cultures of antiquity like those of the Phoenicians and Greeks, as well as those of India, Southeast and East Asia who parlayed their navigational skills, shipbuilding techniques, and commercial acumen to establish vibrant overseas colonies and trade routes in the centuries leading up to the age of European overseas expansion. His narrative traces subsequent developments in commercial and naval shipping through the post-Cold War era. Above all, Paine makes clear how the rise and fall of civilizations can be traced to the sea."
468,468,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8569/9780856962066.jpg,"Datsun 240Z, 260Z & 280Z (70 - 78)",J. H. Haynes,Hardback,4.5,24.67,$,27.5,9780856962066,Transport,dataset/Transport/0000469.jpg,
469,469,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7603/9780760343883.jpg,How to Paint Your Car,Dennis W. Parks,Paperback,4.5,18.36,$,21.5,9780760343883,Transport,dataset/Transport/0000470.jpg,
470,470,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9084/9781908402578.jpg,"Bradshaw's International Air Guide, 1934",George Bradshaw,Hardback,4.0,11.04,$,12.9,9781908402578,Transport,dataset/Transport/0000471.jpg,
471,471,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8612/9781861265630.jpg,Royal Enfield: the Complete Story,Mick Walker,Hardback,3.5,23.58,$,24.0,9781861265630,Transport,dataset/Transport/0000472.jpg,"Despite being one of the most successful motorcycles of all time, the Royal Enfield Bullet has had a very chequered history. Its story begins in the 1930s and by the 1950s it was at the height of its popularity in post-War Britain. Then it became a stalwart of the Indian Army and manufacture transitioned from Britain to India. The near-collapse of the Royal Enfield marque in the 1990s almost meant the end of this classic motorbike, but with the involvement of the Eicher Group from 2001 onwards, the updated Bullet generated new interest and renewed its original commercial success, just like a phoenix rising from the ashes. With over 200 photographs, this book describes the origins of the Royal Enfield company and the pre-war Bullets from 1932 and the relaunch of the Bullet in 1949 with its radical swinging-arm frame. Derivative models such as the 350 and 500, as well as those for competition and road are covered as well as specials such as diesels, V-twins, Egli and big-bore Bullets. The development story behind the lean-burn, electric-start and 5-speed updates is discussed as well as the UCE - the all-new Bullet from 2008 and the Classic and its design story. Finally, the evolution beyond the Bullet is covered which includes the Continental GT and Himalyan 650 twins."
472,472,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8483/9781848321021.jpg,Rigging Period Ships Models: A Step-by-step Guide to the Intricacies of Square-rig,Lennarth Petersson,Hardback,4.5,25.69,$,30.9,9781848321021,Transport,dataset/Transport/0000473.jpg,"The rigging of period ship models is the most complex task which any modeller has to take on, for an eighteenth-century man-of-war boasted mile on mile of rigging, more than 1,000 blocks, and acres of canvas. To reduce this in scale, and yet retain an accurate representation, is an awesome undertaking. This now classic work untangles the complex web, and, using some 400 drawings, the author shows clearly how each separate item of rigging is fitted to the masts, yards and sails. Each drawing deals with only one particular item so that it can be seen clearly in isolation. The lead of a particular halliard, the arrangement of a bracing line, these and every other detail is depicted with startling clarity. Based on the authors research of numerous eighteenth-century models, each one with its contemporary rigging still extant, the information is both meticulous and accurate. The remarkable visual immediacy and clarity of this work makes it truly unique and no modeller of period ships can afford to be without it at his side. In addition, the book is a must-have practical reference work for all those involved in the rigging and repair of historic ships."
473,473,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7852/9781785210228.jpg,Ford Transit Diesel Service And Repair Manual,Haynes Publishing,Paperback,0.0,25.19,$,27.5,9781785210228,Transport,dataset/Transport/0000474.jpg,"Hatchback, including special/limited editions. Does NOT cover features specific to Dune models, or facelifted Polo range introduced June 2005. Petrol: 1.2 litre (1198cc) 3-cyl & 1.4 litre (1390cc, non-FSI) 4-cyl. Does NOT cover 1.4 litre FSI engines. Diesel: 1.4 litre (1422cc) 3-cyl & 1.9 litre (1896cc) 4-cyl, inc. PD TDI / turbo."
474,474,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4728/9781472810687.jpg,Railway Guns of World War II,Steven J. Zaloga,Paperback,4.0,10.38,$,13.0,9781472810687,Transport,dataset/Transport/0000475.jpg,"World War II marked the zenith of railway gun development. Although many of the railway guns deployed at the start of the conflict were of World War I vintage, Germany's ambitious development programme saw the introduction of a number of new classes, including the world's largest, the 80cm-calibre Schwerer Gustav and Schwerer Dora guns, which weighed in at 1,350 tons and fired a huge 7-ton shell. This book provides an overview of the types of railway guns in service during World War II, with a special focus on the German railway artillery used in France, Italy and on the Eastern Front, and analyzes why railway guns largely disappeared from use following the end of the war."
475,475,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8579/9780857987778.jpg,Flagship,Mike Carlton,Hardback,4.5,34.09,$,42.7,9780857987778,Transport,dataset/Transport/0000476.jpg,"The date is 1970 of the Galactic Era, almost three thousand years from now, and the Republic, created by the human race but not yet dominated by it, finds itself in an all-out war against the Teroni Federation, an alliance of races that resent Man’s growing military and economic power. The rebel starship, the Theodore Roosevelt, under the command of Wilson Cole, is preparing to lead Cole’s ragtag armada into the Republic, even though he is outnumbered thousands to one. Cole is convinced that the government has become an arrogant and unfeeling political entity and must be overthrown. The trick is to avoid armed conflict with the vast array of ships, numbering in the millions, in the Republic’s Navy. For a time Cole’s forces strike from cover and race off to safety, but he soon sees that is no way to conquer the mightiest political and military machine in the history of the galaxy. He realizes that he must reach Deluros VIII, the headquarters world of the Republic (and of the race of Man), in order to have any effect on the government at all – but Deluros VIII is the best-protected world in the Republic. But a new threat looms on the horizon. Cole, the Valkyrie, David Copperfield, Sharon Blacksmith, Jacovic, and the rest of the crew of the Teddy R face their greatest challenge yet, and the outcome will determine the fate of the entire galaxy. From the Hardcover edition."
476,476,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8501/9781850102687.jpg,Honda Xl/Xr 250 & 500 (78 - 84),Haynes Publishing,Paperback,5.0,21.0,$,23.0,9781850102687,Transport,dataset/Transport/0000477.jpg,
477,477,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7827/9781782744740.jpg,Japanese Aircraft of World War II,Thomas Newdick,Hardback,0.0,17.86,$,21.1,9781782744740,Transport,dataset/Transport/0000478.jpg,"Illustrated with detailed artworks of Japanese aircraft and their markings, Japanese Aircraft of World War II is a detailed guide to all the aircraft deployed by the Japanese military from the Second Sino-Japanese War to the surrender in the Pacific in August 1945. Organized alphabetically by manufacturer, this book includes every type of aircraft, from fighters to seaplanes, bombers, reconnaissance aircraft, torpedo bombers and carrier aircraft. All the best-known types are featured, such as the Mitsubishi G4M 'Betty', Nakajima B6N2 Tenzan, Aichi B7A2 Ryusei torpedo bomber and the world- famous Mitsubishi A6M 'Zero' fighter. The entries are accompanied by exhaustive captions and specifications. The guide is illustrated with profile artworks, three-views, and special cutaway artworks of the more famous aircraft in service, such as the Aichi D3A1 'Val', Mitsubishi A6M2 Reisen, and Nakajima Ki.27 'Nate'. Illustrated with more than 120 artworks, Japanese Aircraft of World War II is an essential reference guide for modellers and enthusiasts with an interest in military aircraft of World War II."
478,478,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0700/9780070076945.jpg,Understanding Boat Design,Ted Brewer,Paperback,4.0,13.2,$,17.0,9780070076945,Transport,dataset/Transport/0000479.jpg,"For new boating enthusiasts--even if they've been at it awhile--there are scores of burning questions. If one boat has a round bottom and another's is veed, what difference does it make in the way they perform? What are the advantages of a cutter rig over a sloop? Why does one sailor swear by a full keel, while others won't have anything but a fin keel? Why does one powerboat have more flare in its topsides than another? And what is flare? Why do some hull shapes look ""right""? How big an engine and propeller will it take to move that powerboat? What elements make a boat safe, or comfortable? Understanding Boat Design has been the place to look for quick, uncomplicated answers since 1971. Founder of the Yacht Design Institute, a highly respected designer for more than 30 years, and a frequent contributor to SAIL, Cruising World, and other magazines, Ted Brewer has again revised his classic primer. This new volume has been greatly expanded and contains information on many aspects of design that were not even thought of twenty years ago. Understanding Boat Design has eased tens of thousands of readers into the complex world of small-craft design. It is the ideal introduction for backyard boatbuilders, students of boat design, or someone looking to buy a first boat. ""This tight little book should be required reading.""--Soundings ""A natural for those embarking on a first purchase, or the amateur builder.""--Sailing ""One of the cleanest and clearest expositions on the elements of yacht design ever published . . . by a naval architect who knows what he is talking about.""--WoodenBoat"
479,479,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9324/9781932494181.jpg,How to Build and Modify Rochester Quadrajet Carburetors,Cliff Ruggles,Paperback,4.0,22.44,$,32.4,9781932494181,Transport,dataset/Transport/0000480.jpg,Vehicle maintenance.
480,480,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241364819.jpg,"Full Steam Ahead, Felix",Kate Moore,Hardback,4.5,13.58,$,16.0,9780241364819,Transport,dataset/Transport/0000481.jpg,"THE SUNDAY TIMES BESTSELLER 'FULL OF FUNNY AND HEART-WARMING STORIES' Sunday Express The charming sequel to Felix the Railway Cat, with more exciting adventures from his life on and off duty at Huddersfield Railway Station. Felix, Senior Pest Controller at Huddersfield station, has been at the heart of a close-knit community since the day she arrived as a kitten. But now, having risen to fame, everyday life at the station has become rather hectic; while reporters and fans clamour for a glimpse of her, Felix and her human co-workers find themselves, and the station, in quite a whirlwind. With the job seemingly too big for one fluffy feline to handle, it seems only sensible to recruit a young apprentice to the team: enter, Bolt. Full of funny and heart-warming stories, with personal tales from Felix's biggest fans, this is the remarkable tale of Felix and Bolt, the ultimate pest-controlling duo. AS SEEN ON THE ONE SHOW & GOOD MORNING BRITAIN Praise for Felix the Railway Cat: 'The global sensation' Daily Telegraph 'A phenomenon' Big Issue 'The purrfect railway cat' Daily Express Royalties from the sale of this book will be donated to Huddersfield Samaritans and Action for Children"
481,481,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9556/9780955657337.jpg,Tortillas to Totems,Sam Manicom,Paperback,4.5,22.57,$,,9780955657337,Transport,dataset/Transport/0000482.jpg,
482,482,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099523789.jpg,Castles Of Steel,Robert K. Massie,Paperback,4.5,19.05,$,20.1,9780099523789,Transport,dataset/Transport/0000483.jpg,"In a work of extraordinary narrative power, filled with brilliant personalities and vivid scenes of dramatic action, Massie elevates to its proper historical importance the role of sea power in the winning of World War I."
483,483,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9834/9780983413301.jpg,Enzo Ferrari\'s Secret War,David Manton,Paperback,4.0,31.85,$,,9780983413301,Transport,dataset/Transport/0000484.jpg,"The only full history behind all of Ferrari's most outrageous performance cars. For over 60 years, Ferrari has produced cars that fire the imaginations of car lovers worldwide. Embodying the perfect combination of beauty, performance, exclusivity, and Italian flair, its vehicles have made it the world's most iconic carmaker. Though Ferrari has always produced road cars, the company has first and foremost focused on competition models, such as the handful of cars built in low-number serial production that campaigned on race courses the world over in the 1950s and 60s. In Ferrari Hypercars: The Story of Maranello's Fastest, Rarest Road Cars, author Winston Goodfellow profiles some of Ferrari's top creations--vehicles so startling in their performance capabilities that they surpass modern terms and attain the status of ""hypercar."" This book begins by reaching back to the 1950s to establish the lineage of hypercars and goes on to showcase the best known examples since the 288 GTO, including the F40, F50, Enzo, and all-new la Ferrari. These cars were collector vehicles from the moment they rolled off the production line, though that was never the reason for their creation; they were made to be driven. A necessary read for any racing fan, Ferrari Hypercars exhaustively traces the history of the company's competition vehicles and establishes its status as a symbol for speed, luxury, and wealth."
484,484,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3758/9780375825170.jpg,Choppers!,Susan Goodman,Paperback,3.5,4.94,$,5.0,9780375825170,Transport,dataset/Transport/0000485.jpg,
485,485,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9291/9781929133420.jpg,Triumph Motorcycle Restoration,Timothy Remus,Paperback,4.0,29.93,$,,9781929133420,Transport,dataset/Transport/0000486.jpg,"Triumph Motorcycle Restoration: Pre-Unit, takes a thorough look at what is required to restore a Triumph 650cc Twin built before 1963. The book includes two-start to finish restorations: one done on a 1959 and the other a 1962."
486,486,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7603/9780760337059.jpg,How to Build a High-Performance Mazda Miata Mx-5,Keith Tanner,Paperback,4.5,19.29,$,24.0,9780760337059,Transport,dataset/Transport/0000487.jpg,"The Mazda Miata is one of the most popular sports cars on the road today. In production for more than 20 years, the Miata’s popularity has grown, and the number of aftermarket components available to the Miata enthusiast has grown, too. This immense selection of parts has made it difficult for many would-be modifiers to choose the proper combination that will help them reach the goals they have set for their two-seaters. Author and Miata expert Keith Tanner has been modifying, repairing, building, and racing Miatas for years, and he will guide you through how to best modify your car to suit your needs, starting with an explanation on how everything works and how the various parts will interact. You'll not only learn what upgrades will help you reach your goals, but also how to adjust or modify what you have to make your car work at its best. From autocross to cross-country touring, the Miata can do it all. Keith Tanner tells you how to make it happen!"
487,487,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8791/9788879115902.jpg,Alfa Romeo,Lorenzo Ardizio,Hardback,4.5,28.38,$,30.9,9788879115902,Transport,dataset/Transport/0000488.jpg,"It has been 110 years since Alfa Romeo was founded. A name that has become synonymous with cars, so important has its presence been both industrially and in motorsport. Over this long period of time, the celebrated Italian manufacturer has created cars that have become part of motoring history such as the 1900, the Giulietta, the Giulia and the Alfetta. At the same time, Alfa Romeo has enjoyed an outstanding sporting career, winning all of the most significant races and titles, among them the Mille Miglia, the 24 Hours of Le Mans, the Tourist Trophy and the Formula 1 World Championship. This book, which first appeared in 2010 when Alfa Romeo (under the title 'Alfa Romeo 1910-2010') celebrated its first century, was written by the late Maurizio Tabucchi, an expert on the history of the marque, who passed away a few years ago. His work has now been updated to include all the latest models produced from 2017 to the present day such as the Stelvio and the Giulia Quadrifoglio Verde. The book has been completed with an examination of the Alfa Romeo marque’s return to competition in partnership with Sauber, demonstrating that its “sporting heart” is still beating as strongly as ever."
488,488,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7824/9781782439097.jpg,Road Racer,Michael Dunlop,Paperback,4.5,8.9,$,12.4,9781782439097,Transport,dataset/Transport/0000489.jpg,"In 'Power of the Pedal', read about cycling in Australia from the penny farthing to 21st-century commuters and Olympic stars. Bicycles changed our lives! They meant a new and faster way to get around and gave rise to ways of exploring, socialising and competing. In the nineteenth century cycling encouraged 'overlanders', adventurers who explored new routes through rugged terrain; cycling clubs that gave women a new kind of freedom to mix socially with men: and novel kinds of racing. In this book, cycling journalist Rupert Guinness reveals 200 years of the bike in Australian everyday life and the world of competition."
489,489,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5639/9781563926464.jpg,Subaru Legacy 1990-99,Haynes Publishing,Paperback,4.0,29.36,$,,9781563926464,Transport,dataset/Transport/0000490.jpg,"Haynes offers the best coverage for cars, trucks, vans, SUVs and motorcycles on the market today. Each manual contains easy to follow step-by-step instructions linked to hundreds of photographs and illustrations. Included in every manual: troubleshooting section to help identify specific problems; tips that give valuable short cuts to make the job easier and eliminate the need for special tools; notes, cautions and warnings for the home mechanic; color spark plug diagnosis and an easy to use index."
490,490,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/3525/9782352501473.jpg,Mikoyan-Gurevitch Mig 21,Gerard Paloque,Paperback,3.5,16.9,$,20.1,9782352501473,Transport,dataset/Transport/0000491.jpg,"The MiG-21 (NATO reporting name Fishbed) firmly holds the title of the world's most widely built and used jet fighter, with more than 10,000 units rolling off the lines of three plants in the former Soviet Union. The type was also built under license in India and Czechslovakia, and without license in China until the late 2000s. Designed as a Mach-2 light tactical fighter, its original prototype, the Ye-6/1, was first flown in 1958. The first production variant of the type, designated the MiG-21F, appeared in 1960 and its improved sub-variant, the MiG-21F-13 (Type 74, NATO reporting name Fishbed-C), was made available for export by 1961. It was a simplified daytime short-range, clear-weather interceptor and tactical fighter."
491,491,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9108/9781910809242.jpg,Civil Aircraft Markings 2019,Allan Wright,Paperback,0.0,12.53,$,15.0,9781910809242,Transport,dataset/Transport/0000492.jpg,"The new 2019 edition of this best-selling annual publication builds on the long history and heritage of the title. First published in 1950, this is remarkably the 70th edition of Civil Aircraft Markings. When it was first published all those years ago, the book quickly achieved the status it still retains as the go-to publication for up to date information on the rapidly changing world of civil aviation. The book provides the most complete listing available of all the aircraft currently on the UK Civil Aircraft Register; around 20,000 entries are detailed in this section alone ranging from historic bi-planes to the latest airliners and also includes balloons, gliders, microlights and helicopters. Additionally, Civil Aircraft Markings, contains the latest civil aircraft registers of Ireland, the Channel Islands and the Isle of Man. Civil aircraft commonly visiting the UK from other states round the world are also listed. The book also provides the common airline flight codes, radio frequencies for major UK airfields and the complete British Aircraft Preservation Council (BAPC) register. The 2019 edition has been fully revised and updated as usual and has a new and enhanced photographic section. Compiled by one of the UK's most widely respected aviation authors, this classic aviation reference title continues to flourish and its publication is eagerly awaited every Spring by a legion of civil aviation enthusiasts for whom it is the essential companion to the enjoyment of their hobby."
492,492,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6109/9781610918985.jpg,Walkable City Rules,Jeff Speck,Paperback,4.5,23.6,$,27.5,9781610918985,Transport,dataset/Transport/0000493.jpg,"“Cities are the future of the human race, and Jeff Speck knows how to make them work.” —David Owen, staff writer at the New Yorker Nearly every US city would like to be more walkable—for reasons of health, wealth, and the environment—yet few are taking the proper steps to get there. The goals are often clear, but the path is seldom easy. Jeff Speck’s follow-up to his bestselling Walkable City is the resource that cities and citizens need to usher in an era of renewed street life. Walkable City Rules is a doer’s guide to making change in cities, and making it now. The 101 rules are practical yet engaging—worded for arguments at the planning commission, illustrated for clarity, and packed with specifications as well as data. For ease of use, the rules are grouped into 19 chapters that cover everything from selling walkability, to getting the parking right, escaping automobilism, making comfortable spaces and interesting places, and doing it now! Walkable City was written to inspire; Walkable City Rules was written to enable. It is the most comprehensive tool available for bringing the latest and most effective city-planning practices to bear in your community. The content and presentation make it a force multiplier for place-makers and change-makers everywhere."
493,493,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8728/9780872887893.jpg,Compilation IH21 IH45 & IH23,Haynes,Paperback,4.5,29.65,$,,9780872887893,Transport,dataset/Transport/0000494.jpg,"Pressure vessels are closed containers designed to hold gases or liquids at a pressure substantially different from the ambient pressure. They have a variety of applications in industry, including in oil refineries, nuclear reactors, vehicle airbrake reservoirs, and more. The pressure differential with such vessels is dangerous, and due to the risk of accident and fatality around their use, the design, manufacture, operation and inspection of pressure vessels is regulated by engineering authorities and guided by legal codes and standards. Pressure Vessel Design Manual is a solutions-focused guide to the many problems and technical challenges involved in the design of pressure vessels to match stringent standards and codes. It brings together otherwise scattered information and explanations into one easy-to-use resource to minimize research and take readers from problem to solution in the most direct manner possible. Covers almost all problems that a working pressure vessel designer can expect to face, with 50+ step-by-step design procedures including a wealth of equations, explanations and data Internationally recognized, widely referenced and trusted, with 20+ years of use in over 30 countries making it an accepted industry standard guide Now revised with up-to-date ASME, ASCE and API regulatory code information, and dual unit coverage for increased ease of international use"
494,494,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9105/9781910505274.jpg,The Perfect Car,Nick Skeens,Hardback,4.5,39.33,$,48.5,9781910505274,Transport,dataset/Transport/0000495.jpg,
495,495,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8462/9781846238680.jpg,Ionian,Rod Heikell,Paperback,4.0,26.98,$,,9781846238680,Transport,dataset/Transport/0000496.jpg,
496,496,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785003141.jpg,Physics and Maths for the PPL,Luis Burnay,Paperback,4.0,17.14,$,20.1,9781785003141,Transport,dataset/Transport/0000497.jpg,"Many student private pilots don't realize at the start of their course that many hours of study are required on top of the in-class schedule. This book will help those trainee pilots without science backgrounds, or those that need a refresher, to brush up on the necessary theory. It covers subjects that will be encountered many times during the PPL course, such as principles of flight, aircraft general knowledge, flight performance and planning, meteorology, navigation and human factors. The content is organized around two main groups of information, namely core knowledge, concentrating more on the concepts; and a practical toolbox, dedicated to some techniques that will be required during the course. Aimed at those trainee pilots without science backgrounds or those that need a refresher on the necessary theory, this handy reference book is illustrated with 170 colour photographs10 black & white photographs."
497,497,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8612/9781861268655.jpg,To Be An Airline Pilot,Andrew Cook,Paperback,4.0,20.54,$,,9781861268655,Transport,dataset/Transport/0000498.jpg,
498,498,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/3525/9782352500339.jpg,Mirage III (New Edition),Andre Jouineau,Paperback,3.5,17.2,$,,9782352500339,Transport,dataset/Transport/0000499.jpg,"“A refreshing and unique coming-of-age story...a beautiful and necessary meditation on finding strength in one’s culture.” —Entertainment Weekly, Top Pick of the Month “A YA marvel that will shock breath into your lungs. If you loved The Wrath and the Dawn and Children of Blood and Bone, Mirage will captivate you.” —The Christian Science Monitor “This debut fantasy has what it takes to be the next big thing in sci-fi/fantasy.” —SLJ, starred review “Immersive, captivating.” —ALA Booklist, starred review In a world dominated by the brutal Vathek empire, eighteen-year-old Amani is a dreamer. She dreams of what life was like before the occupation; she dreams of writing poetry like the old-world poems she adores; she dreams of receiving a sign from Dihya that one day, she, too, will have adventure, and travel beyond her isolated home. But when adventure comes for Amani, it is not what she expects: she is kidnapped by the regime and taken in secret to the royal palace, where she discovers that she is nearly identical to the cruel half-Vathek Princess Maram. The princess is so hated by her conquered people that she requires a body double, someone to appear in public as Maram, ready to die in her place. As Amani is forced into her new role, she can’t help but enjoy the palace’s beauty—and her time with the princess’ fiancé, Idris. But the glitter of the royal court belies a world of violence and fear. If Amani ever wishes to see her family again, she must play the princess to perfection...because one wrong move could lead to her death."
