,Unnamed: 0,Unnamed: 0.1,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
151,151,151,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8485/9781848549005.jpg,The Invention of Nature,Andrea Wulf,Paperback,4.5,10.34,$,13.9,9781848549005,Biography,dataset/Biography/0000152.jpg,"A portrait of the German naturalist reveals his ongoing influence on humanity's relationship with the natural world today, discussing such topics as his views on climate change, conservation, and nature as a resource for all life."
152,152,152,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751547832.jpg,Bossypants,Tina Fey,Paperback,4.0,8.29,$,12.4,9780751547832,Biography,dataset/Biography/0000153.jpg,"The breakout star of Saturday Night Live and Thirty Rock gives a humorous account of her life, as well as behind-the-scenes stories from her hit shows. 1 million first printing."
153,153,153,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509829408.jpg,Marching Powder,Rusty Young,Paperback,4.5,8.72,$,12.9,9781509829408,Biography,dataset/Biography/0000154.jpg,"The true story of an English drug-smuggler, a notorious Bolivian prison and enough cocaine to cover the Andes ... ""A unique window on a bizarre and corrupt world"" Publishers Weekly ""Travel literature of a very special and captivating kind"" Booklist Rusty Young, a twenty-something Australian law graduate, was backpacking in South America when he heard about Thomas McFadden, an English drug trafficker who ran tours inside Bolivia's notorious San Pedro prison. When Rusty met Thomas, they formed a surprising yet instant friendship and then became partners in an attempt to record Thomas's experiences in the jail. The result is one of the most compelling prison stories of all time. Marching Powder is a shocking, sometimes darkly comic account of life in San Pedro. In this bizarre prison, inmates are expected to buy their cells from real estate agents. Others run shops and restaurants, and women and children live with imprisoned family members. Violence and crime are never far away, and the jail contains some of Bolivia's busiest cocaine laboratories. In San Pedro, cocaine makes life bearable - even the prison cat is addicted to crack. Yet amid, the corruption, brutality and the daily struggle for survival, Marching Powder is also the tale of an unlikely friendship, forged in the oddest of circumstances, between a drug smuggler and a lawyer. It is the story of one of the strangest places on earth, where horror is leavened by humour and where cruelty lives side by side with compassion."
154,154,154,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3105/9780310527237.jpg,"Seeking Allah, Finding Jesus",Nabeel Qureshi,Paperback,4.5,12.17,$,16.0,9780310527237,Biography,dataset/Biography/0000155.jpg,"In Seeking Allah, Finding Jesus, now expanded with bonus content, Nabeel Qureshi describes his dramatic journey from Islam to Christianity, complete with friendships, investigations, and supernatural dreams along the way. Providing an intimate window into a loving Muslim home, Qureshi shares how he developed a passion for Islam before discovering, almost against his will, evidence that Jesus rose from the dead and claimed to be God. Unable to deny the arguments but not wanting to deny his family, Qureshi struggled with an inner turmoil that will challenge Christians, Muslims, and all those who are interested in the world’s greatest religions. Engaging and thought-provoking, Seeking Allah, Finding Jesus tells a powerful story of the clash between Islam and Christianity in one man’s heart?and of the peace he eventually found in Jesus. ""I have seldom seen such genuine intellect combined with passion to match ... truly a 'must-read' book.""—Ravi Zacharias"
155,155,155,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2419/9780241966839.jpg,I Am Zlatan Ibrahimovic,Zlatan Ibrahimovic,Paperback,4.0,9.16,$,11.4,9780241966839,Biography,dataset/Biography/0000156.jpg,"I AM ZLATAN - the explosive, critically-acclaimed memoir of Zlatan Ibrahimovich, one of the world's most gifted and controversial footballers 'Guardiola has no balls. He drove me like a Fiat . . . I'm a Ferrari' Zlatan Ibrahimovic - professional football's most mercurial player, Swedish national hero, tabloid fixture, fashion icon, modern-day philosopher and black belt in Taekwondo. Born to a Muslim father from Bosnia, and a Catholic mother from Croatia, Zlatan recounts his extraordinary life story, from his poverty-stricken upbringing as an outsider in Malmö, Sweden, to becoming one of the world's most sought-after and expensive players, gracing Europe's finest clubs, from Ajax to Juventus, Internazionale to Barcelona, Milan to Paris Saint-Germain. I AM ZLATAN reveals a rare and ferocious intelligence, willpower and God-given talent most recently exhibited when Zlatan scored all 4 goals for Sweden in a 4-2 victory against England. His fourth goal, a 30-yard overhead kick with his back to goal is widely regarded as one of the greatest goals of all time. The BBC described it as a goal that 'combined unfathomable imagination and expert technique'. For fans of The Secret Footballer and Football Manager Stole My Life this no holds barred football memoir is every bit as dramatic and revealing as Roy Keane's classic autobiography. 'The best footballer's autobiography of recent years is probably I Am Zlatan Ibrahimovic . . .' Simon Kuper, author of Why England Always Lose 'Eagerly awaited, not least because Ibra seems to be spoiling for a fight on every other page. 'Dynamite' said one Swedish reporter' Daily Mail on I AM ZLATAN"
156,156,156,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8434/9781843430858.jpg,The Gulag Archipelago,Aleksandr Solzhenitsyn,Paperback,4.0,17.92,$,21.1,9781843430858,Biography,dataset/Biography/0000157.jpg,
157,157,157,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7868/9781786893130.jpg,The Flame,Leonard Cohen,Hardback,4.0,18.71,$,26.3,9781786893130,Biography,dataset/Biography/0000158.jpg,"Azad's debut YA fantasy is set in a city along the Silk Road that is a refuge for those of all faiths, where a young woman is threatened by the war between two clans of powerful djinn."
158,158,158,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7863/9781786330529.jpg,Educated,Tara Westover,Paperback,4.5,17.64,$,,9781786330529,Biography,dataset/Biography/0000159.jpg,"For readers of The Glass Castle and Wild, a stunning new memoir about family, loss and the struggle for a better future #1 International Bestseller Tara Westover was seventeen when she first set foot in a classroom. Instead of traditional lessons, she grew up learning how to stew herbs into medicine, scavenging in the family scrap yard and helping her family prepare for the apocalypse. She had no birth certificate and no medical records and had never been enrolled in school. Westover’s mother proved a marvel at concocting folk remedies for many ailments. As Tara developed her own coping mechanisms, little by little, she started to realize that what her family was offering didn’t have to be her only education. Her first day of university was her first day in school—ever—and she would eventually win an esteemed fellowship from Cambridge and graduate with a PhD in intellectual history and political thought."
159,159,159,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7538/9780753823064.jpg,Farewell To The East End,Jennifer Worth,Paperback,4.5,7.76,$,11.4,9780753823064,Biography,dataset/Biography/0000160.jpg,"West Ham United: From East End Family to Globalised Fandom is the story of the evolution of West Ham. It charts how a works football team was transformed into a club that represented east London's working classes, only to be transformed again in the late 20th and early 21st centuries into a global brand with supporters in every habitable place on Earth. Starting as the Thames Ironworks Ltd works team, they changed their name to West Ham United in 1900, shortly before moving to the Boleyn Ground in Upton Park. For nearly a century they were supported by local working-class men from across the East End of London until a series of economic, social, cultural, geographical and technological changes brought the club a global fanbase. Through surveying West Ham United fan groups across the world, this book attempts to explain this phenomenon and to get a sense of what the club means to those who originally came from the East End, as well as to those who have no biographical connection to the area."
160,160,160,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7602/9781760295776.jpg,Eggshell Skull,Bri Lee,Paperback,4.5,21.8,$,,9781760295776,Biography,dataset/Biography/0000161.jpg,"'Scorching, self-scouring: a young woman finds her steel and learns to wield it' - Helen Garner 'Scorching, self-scouring: a young woman finds her steel and learns to wield it' - Helen Garner 'Brutal, brave and utterly compelling . . . I can't remember a book I devoured with such intensity, nor one that moved me so profoundly' Rebecca Starford, author of Bad Behaviour and co-founder of Kill Your Darlings EGGSHELL SKULL: A well-established legal doctrine that a defendant must 'take their victim as they find them'. If a single punch kills someone because of their thin skull, that victim's weakness cannot mitigate the seriousness of the crime. But what if it also works the other way? What if a defendant on trial for sexual crimes has to accept his 'victim' as she comes: a strong, determined accuser who knows the legal system, who will not back down until justice is done? Bri Lee began her first day of work at the Queensland District Court as a bright-eyed judge's associate. Two years later she was back as the complainant in her own case. This is the story of Bri's journey through the Australian legal system; first as the daughter of a policeman, then as a law student, and finally as a judge's associate in both metropolitan and regional Queensland-where justice can look very different, especially for women. The injustice Bri witnessed, mourned and raged over every day finally forced her to confront her own personal history, one she'd vowed never to tell. And this is how, after years of struggle, she found herself on the other side of the courtroom, telling her story. Bri Lee has written a fierce and eloquent memoir that addresses both her own reckoning with the past as well as with the stories around her, to speak the truth with wit, empathy and unflinching courage. Eggshell Skull is a haunting appraisal of modern Australia from a new and essential voice. 'Courageous, heartbreaking and ultimately hopeful' Liam Pieper, author of The Toymaker 'Sensitive and clear-eyed' Jessica Friedmann, author of Things That Helped 'A page-turner of a memoir, impossible to put down' Krissy Kneen, author of An Uncertain Grace"
161,161,161,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8470/9781847081414.jpg,Nothing To Envy,Barbara Demick,Paperback,4.5,9.15,$,11.4,9781847081414,Biography,dataset/Biography/0000162.jpg,"An eye-opening account of life inside North Korea—a closed world of increasing global importance—hailed as a “tour de force of meticulous reporting” (The New York Review of Books) NATIONAL BOOK AWARD FINALIST • NATIONAL BOOK CRITICS CIRCLE AWARD FINALIST In this landmark addition to the literature of totalitarianism, award-winning journalist Barbara Demick follows the lives of six North Korean citizens over fifteen years—a chaotic period that saw the death of Kim Il-sung, the rise to power of his son Kim Jong-il (the father of Kim Jong-un), and a devastating famine that killed one-fifth of the population. Demick brings to life what it means to be living under the most repressive regime today—an Orwellian world that is by choice not connected to the Internet, where displays of affection are punished, informants are rewarded, and an offhand remark can send a person to the gulag for life. She takes us deep inside the country, beyond the reach of government censors, and through meticulous and sensitive reporting we see her subjects fall in love, raise families, nurture ambitions, and struggle for survival. One by one, we witness their profound, life-altering disillusionment with the government and their realization that, rather than providing them with lives of abundance, their country has betrayed them. Praise for Nothing to Envy “Provocative . . . offers extensive evidence of the author’s deep knowledge of this country while keeping its sights firmly on individual stories and human details.”—The New York Times “Deeply moving . . . The personal stories are related with novelistic detail.”—The Wall Street Journal “A tour de force of meticulous reporting.”—The New York Review of Books “Excellent . . . humanizes a downtrodden, long-suffering people whose individual lives, hopes and dreams are so little known abroad.”—San Francisco Chronicle “The narrow boundaries of our knowledge have expanded radically with the publication of Nothing to Envy. . . . Elegantly structured and written, [it] is a groundbreaking work of literary nonfiction.”—John Delury, Slate “At times a page-turner, at others an intimate study in totalitarian psychology.”—The Philadelphia Inquirer"
162,162,162,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0075/9780007580422.jpg,Twelve Years a Slave,Solomon Northup,Paperback,4.0,3.44,$,5.64,9780007580422,Biography,dataset/Biography/0000163.jpg,"""Having been born a freeman, and for more than thirty years enjoyed the blessings of liberty in a free State—and having at the end of that time been kidnapped and sold into Slavery, where I remained, until happily rescued in the month of January, 1853, after a bondage of twelve years—it has been suggested that an account of my life and fortunes would not be uninteresting to the public."" -an excerpt"
163,163,163,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3757/9780375714832.jpg,The Complete Persepolis,Marjane Satrapi,Paperback,4.5,22.02,$,26.3,9780375714832,Biography,dataset/Biography/0000164.jpg,"Wise, often funny, sometimes heartbreaking, Persepolis tells the story of Marjane Satrapi's life in Tehran from the ages of six to fourteen, years that saw the overthrow of the Shah's regime, the triumph of the Islamic Revolution and the devastating effects of war with Iraq. The intelligent and outspoken child of radical Marxists, and the great-grandaughter of Iran's last emperor, Satrapi bears witness to a childhood uniquely entwined with the history of her country. Persepolis paints an unforgettable portrait of daily life in Iran and of the bewildering contradictions between home life and public life. Amidst the tragedy, Marjane's child's eye view adds immediacy and humour, and her story of a childhood at once outrageous and ordinary, beset by the unthinkable and yet buffered by an extraordinary and loving family, is immensely moving. It is also very beautiful; Satrapi's drawings have the power of the very best woodcuts."
164,164,164,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509841141.jpg,The Secret Barrister,The Secret Barrister,Paperback,4.0,9.42,$,12.4,9781509841141,Biography,dataset/Biography/0000165.jpg,"The Sunday Times number one bestseller. Winner of the Books are My Bag Non-Fiction Award. Shortlisted for Waterstones Book of the Year. Shortlisted for Specsavers Non-Fiction Book of the Year. You may not wish to think about it, but one day you or someone you love will almost certainly appear in a criminal courtroom. You might be a juror, a victim, a witness or – perhaps through no fault of your own – a defendant. Whatever your role, you’d expect a fair trial. I’m a barrister. I work in the criminal justice system, and every day I see how fairness is not guaranteed. Too often the system fails those it is meant to protect. The innocent are wronged and the guilty allowed to walk free. In The Secret Barrister: Stories of the Law and How It's Broken I want to share some stories from my daily life to show you how the system is broken, who broke it and why we should start caring before it’s too late. A Sunday Times top ten bestseller for twenty-four weeks. ‘Eye-opening, funny and horrifying’ – Observer ‘Everyone who has any interest in public life should read it’ – Daily Mail"
165,165,165,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241252055.jpg,Letters to a Young Poet,Rainer Maria Rilke,Paperback,4.5,2.81,$,,9780241252055,Biography,dataset/Biography/0000166.jpg,"Essential reading for scholars, poetry lovers, and anyone with an interest in Rainer Maria Rilke, German poetry, or the creative impulse, these ten letters of correspondence between Rilke and a young aspiring poet reveal elements from the inner workings of his own poetic identity. The letters coincided with an important stage of his artistic development and readers can trace many of the themes that later emerge in his best works to these messages—Rilke himself stated these letters contained part of his creative genius."
166,166,166,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785031090.jpg,The Amazing Book is Not on Fire,Dan Howell,Hardback,4.5,19.77,$,,9781785031090,Biography,dataset/Biography/0000167.jpg,"YouTube stars Dan Howell and Phil Lester tell the humorous story of growing up, becoming YouTube stars, and give advice to their teen followers."
167,167,167,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3079/9780307952202.jpg,"Finding Ultra, Edition",Rich Roll,Paperback,4.0,11.73,$,17.0,9780307952202,Biography,dataset/Biography/0000168.jpg,"Recounts how the author, after realizing the daunting state of his health at age forty, overcame physical challenges and alcoholism over the course of two years while training for Hawaii's elite Ultraman competition."
168,168,168,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099556091.jpg,Why Be Happy When You Could Be Normal?,Jeanette Winterson,Paperback,4.0,9.7,$,12.4,9780099556091,Biography,dataset/Biography/0000169.jpg,"A New York Times bestseller: The “magnificent” memoir by one of the bravest and most original writers of our time—“A tour de force of literature and love” (Vogue). Jeanette Winterson’s bold and revelatory novels have established her as a major figure in world literature. Her internationally best-selling debut, Oranges Are Not the Only Fruit, tells the story of a young girl adopted by Pentecostal parents, and has become a staple of required reading in contemporary fiction classes. Why Be Happy When You Could Be Normal? is a “singular and electric” memoir about a life’s work to find happiness (The New York Times). It is a book full of stories: about a girl locked out of her home, sitting on the doorstep all night; about a religious zealot disguised as a mother who has two sets of false teeth and a revolver in the dresser, waiting for Armageddon; about growing up in a north England industrial town now changed beyond recognition; about the universe as a cosmic dustbin. It is the story of how a painful past, rose to haunt the author later in life, sending her on a journey into madness and out again, in search of her biological mother. It is also a book about the power of literature, showing how fiction and poetry can form a string of guiding lights, or a life raft that supports us when we are sinking. Witty, acute, fierce, and celebratory, Why Be Happy When You Could Be Normal? is a tough-minded story of the search for belonging—for love, identity, home, and a mother."
169,169,169,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143120537.jpg,Moonwalking with Einstein,Joshua Foer,Paperback,4.0,14.9,$,18.0,9780143120537,Biography,dataset/Biography/0000170.jpg,"“Highly entertaining.” —Adam Gopnik, The New Yorker “Funny, curious, erudite, and full of useful details about ancient techniques of training memory.” —The Boston Globe The blockbuster phenomenon that charts an amazing journey of the mind while revolutionizing our concept of memory An instant bestseller that is poised to become a classic, Moonwalking with Einstein recounts Joshua Foer's yearlong quest to improve his memory under the tutelage of top ""mental athletes."" He draws on cutting-edge research, a surprising cultural history of remembering, and venerable tricks of the mentalist's trade to transform our understanding of human memory. From the United States Memory Championship to deep within the author's own mind, this is an electrifying work of journalism that reminds us that, in every way that matters, we are the sum of our memories."
170,170,170,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5290/9781529005493.jpg,The Moment of Lift,Melinda Gates,Hardback,4.5,14.44,$,21.1,9781529005493,Biography,dataset/Biography/0000171.jpg,"NEW YORK TIMES BESTSELLER “In her book, Melinda tells the stories of the inspiring people she’s met through her work all over the world, digs into the data, and powerfully illustrates issues that need our attention—from child marriage to gender inequity in the workplace.” — President Barack Obama “The Moment of Lift is an urgent call to courage. It changed how I think about myself, my family, my work, and what’s possible in the world. Melinda weaves together vulnerable, brave storytelling and compelling data to make this one of those rare books that you carry in your heart and mind long after the last page.” — Brené Brown, Ph.D., author of the New York Times #1 bestseller Dare to Lead “Melinda Gates has spent many years working with women around the world. This book is an urgent manifesto for an equal society where women are valued and recognized in all spheres of life. Most of all, it is a call for unity, inclusion and connection. We need this message more than ever.” — Malala Yousafzai ""Melinda Gates's book is a lesson in listening. A powerful, poignant, and ultimately humble call to arms."" — Tara Westover, author of the New York Times #1 bestseller Educated A debut from Melinda Gates, a timely and necessary call to action for women's empowerment. “How can we summon a moment of lift for human beings – and especially for women? Because when you lift up women, you lift up humanity.” For the last twenty years, Melinda Gates has been on a mission to find solutions for people with the most urgent needs, wherever they live. Throughout this journey, one thing has become increasingly clear to her: If you want to lift a society up, you need to stop keeping women down. In this moving and compelling book, Melinda shares lessons she’s learned from the inspiring people she’s met during her work and travels around the world. As she writes in the introduction, “That is why I had to write this book—to share the stories of people who have given focus and urgency to my life. I want all of us to see ways we can lift women up where we live.” Melinda’s unforgettable narrative is backed by startling data as she presents the issues that most need our attention—from child marriage to lack of access to contraceptives to gender inequity in the workplace. And, for the first time, she writes about her personal life and the road to equality in her own marriage. Throughout, she shows how there has never been more opportunity to change the world—and ourselves. Writing with emotion, candor, and grace, she introduces us to remarkable women and shows the power of connecting with one another. When we lift others up, they lift us up, too."
171,171,171,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465030330.jpg,Letters to a Young Contrarian,Christopher Hitchens,Paperback,4.0,10.9,$,11.99,9780465030330,Biography,dataset/Biography/0000172.jpg,"""Art of Mentoring"" seriesIn the book that he was born to write, provocateur and best-selling author Christopher Hitchens inspires future generations of radicals, gadflies, mavericks, rebels, angry young (wo)men, and dissidents. Who better to speak to that person who finds him or herself in a contrarian position than Hitchens, who has made a career of disagreeing in profound and entertaining ways. This book explores the entire range of ""contrary positions""-from noble dissident to gratuitous pain in the butt. In an age of overly polite debate bending over backward to reach a happy consensus within an increasingly centrist political dialogue, Hitchens pointedly pitches himself in contrast. He bemoans the loss of the skills of dialectical thinking evident in contemporary society. He understands the importance of disagreement-to personal integrity, to informed discussion, to true progress-heck, to democracy itself. Epigrammatic, spunky, witty, in your face, timeless and timely, this book is everything you would expect from a mentoring contrarian."
172,172,172,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444786187.jpg,Into the Magic Shop,Dr. James R. Doty,Paperback,4.0,12.47,$,21.1,9781444786187,Biography,dataset/Biography/0000173.jpg,"The award-winning New York Times bestseller about the extraordinary things that can happen when we harness the power of both the brain and the heart Growing up in the high desert of California, Jim Doty was poor, with an alcoholic father and a mother chronically depressed and paralyzed by a stroke. Today he is the director of the Center for Compassion and Altruism Research and Education (CCARE) at Stanford University, of which the Dalai Lama is a founding benefactor. But back then his life was at a dead end until at twelve he wandered into a magic shop looking for a plastic thumb. Instead he met Ruth, a woman who taught him a series of exercises to ease his own suffering and manifest his greatest desires. Her final mandate was that he keep his heart open and teach these techniques to others. She gave him his first glimpse of the unique relationship between the brain and the heart. Doty would go on to put Ruth’s practices to work with extraordinary results—power and wealth that he could only imagine as a twelve-year-old, riding his orange Sting-Ray bike. But he neglects Ruth’s most important lesson, to keep his heart open, with disastrous results—until he has the opportunity to make a spectacular charitable contribution that will virtually ruin him. Part memoir, part science, part inspiration, and part practical instruction, Into the Magic Shop shows us how we can fundamentally change our lives by first changing our brains and our hearts."
173,173,173,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4447/9781444783056.jpg,The Churchill Factor,Boris Johnson,Paperback,4.0,9.43,$,15.0,9781444783056,Biography,dataset/Biography/0000174.jpg,"**Read how Britain's new Prime Minister was inspired by Winston Churchill** 'The must-read biography of the year.' Evening Standard 'He writes with gusto... the result is a book that is never boring, genuinely clever ... this book sizzles.' The Times The point of the Churchill Factor is that one man can make all the difference. On the eve of the fiftieth anniversary of Winston Churchill's death, and written in conjunction with the Churchill Estate, Boris Johnson explores what makes up the 'Churchill Factor' - the singular brilliance of one of the most important leaders of the twentieth century. Taking on the myths and misconceptions along with the outsized reality, he portrays - with characteristic wit and passion - a man of multiple contradictions, contagious bravery, breath-taking eloquence, matchless strategizing, and deep humanity. Fearless on the battlefield, Churchill had to be ordered by the King to stay out of action on D-Day; he embraced large-scale strategic bombing, yet hated the destruction of war and scorned politicians who had not experienced its horrors. He was a celebrated journalist, a great orator and won the Nobel Prize for Literature. He was famous for his ability to combine wining and dining with many late nights of crucial wartime decision-making. His open-mindedness made him a pioneer in health care, education, and social welfare, though he remained incorrigibly politically incorrect. Most of all, as Boris Johnson says, 'Churchill is the resounding human rebuttal to all who think history is the story of vast and impersonal economic forces'. The Churchill Factor is a book to be enjoyed not only by anyone interested in history: it is essential reading for anyone who wants to know what makes a great leader."
174,174,174,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0609/9780060989156.jpg,The Dirt : Confessions of the Most Notorious Rock Band,Neil Strauss,Paperback,4.0,12.98,$,20.1,9780060989156,Biography,dataset/Biography/0000175.jpg,"NOW A NETFLIX ORIGINAL MOVIE STARRING MACHINE GUN KELLY, DANIEL WEBBER, DOUGLAS BOOTH, AND IWAN RHEON, DIRECTED BY JEFF TREMAINE. Celebrate thirty years of the world's most notorious rock band with the deluxe collectors' edition of The Dirt—the outrageous, legendary, no-holds-barred autobiography of Mötley Crüe. Fans have gotten glimpses into the band's crazy world of backstage scandals, celebrity love affairs, rollercoaster drug addictions, and immortal music in Mötley Crüe books like Tommyland and The Heroin Diaries, but now the full spectrum of sin and success by Tommy Lee, Nikki Sixx, Vince Neil, and Mick Mars is an open book in The Dirt. Even fans already familiar with earlier editions of the bestselling exposé will treasure this gorgeous deluxe edition. Joe Levy at Rolling Stone calls The Dirt ""without a doubt . . . the most detailed account of the awesome pleasures and perils of rock & roll stardom I have ever read. It is completely compelling and utterly revolting."""
175,175,175,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8109/9780810959545.jpg,The Diary of Frida Kahlo,Carlos Fuentes,Hardback,4.0,17.05,$,22.95,9780810959545,Biography,dataset/Biography/0000176.jpg,"A facsimile of the diary of the twentieth-century Mexican artist, which is accompanied by an English transcription and commentary and more than three hundred illustrations."
176,176,176,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7812/9781781258637.jpg,The Diary of a Bookseller,Shaun Bythell,Paperback,4.0,8.45,$,11.5,9781781258637,Biography,dataset/Biography/0000177.jpg,"A WRY AND HILARIOUS ACCOUNT OF LIFE AT A BOOKSHOP IN A REMOTE SCOTTISH VILLAGE ""Among the most irascible and amusing bookseller memoirs I've read."" --Dwight Garner, New York Times ""Warm, witty and laugh-out-loud funny...""—Daily Mail The Diary of a Bookseller is Shaun Bythell's funny and fascinating memoir of a year in the life at the helm of The Bookshop, in the small village of Wigtown, Scotland—and of the delightfully odd locals, unusual staff, eccentric customers, and surreal buying trips that make up his life there as he struggles to build his business . . . and be polite . . . When Bythell first thought of taking over the store, it seemed like a great idea: The Bookshop is Scotland's largest second-hand store, with over one hundred thousand books in a glorious old house with twisting corridors and roaring fireplaces, set in a tiny, beautiful town by the sea. It seemed like a book-lover's paradise . . . Until Bythell did indeed buy the store. In this wry and hilarious diary, he tells us what happened next—the trials and tribulations of being a small businessman; of learning that customers can be, um, eccentric; and of wrangling with his own staff of oddballs (such as ski-suit-wearing, dumpster-diving Nicky). And perhaps none are quirkier than the charmingly cantankerous bookseller Bythell himself turns out to be. But then too there are the buying trips to old estates and auctions, with the thrill of discovery, as well as the satisfaction of pressing upon people the books that you love . . . Slowly, with a mordant wit and keen eye, Bythell is seduced by the growing charm of small-town life, despite —or maybe because of—all the peculiar characters there."
177,177,177,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451673708.jpg,Stolen Life,Jaycee Dugard,Paperback,4.0,7.18,$,8.3,9781451673708,Biography,dataset/Biography/0000178.jpg,"A raw and powerful memoir of Jaycee Lee Dugard's own story of being kidnapped as an 11-year-old and held captive for over 18 years On 10 June 1991, eleven-year-old Jaycee Dugard was abducted from a school bus stop within sight of her home in Tahoe, California. It was the last her family and friends saw of her for over eighteen years. On 26 August 2009, Dugard, her daughters, and Phillip Craig Garrido appeared in the office of her kidnapper's parole officer in California. Their unusual behaviour sparked an investigation that led to the positive identification of Jaycee Lee Dugard, living in a tent behind Garrido's home. During her time in captivity, at the age of fourteen and seventeen, she gave birth to two daughters, both fathered by Garrido. Dugard's memoir is written by the 30-year-old herself and covers the period from the time of her abduction in 1991 up until the present. In her stark, utterly honest and unflinching narrative, Jaycee opens up about what she experienced, including how she feels now, a year after being found. Garrido and his wife Nancy have since pleaded guilty to their crimes."
178,178,178,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143113997.jpg,"Eat, Pray, Love",Elizabeth Gilbert,Book,3.5,9.1,$,9.3,9780143113997,Biography,dataset/Biography/0000179.jpg,"Traces the author's decision to quit her job and travel the world for a year after suffering a midlife crisis and divorce, an endeavor that took her to three places in her quest to explore her own nature, experience fulfillment and learn the art of spiritual balance. (Biography & autobiography). Reissue. A best-selling book. Movie tie-in."
179,179,179,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409177968.jpg,Stay Sexy and Don't Get Murdered,Georgia Hardstark,Hardback,4.0,22.53,$,,9781409177968,Biography,dataset/Biography/0000180.jpg,"The instant #1 New York Times and USA Today best seller by Karen Kilgariff and Georgia Hardstark, the voices behind the hit podcast My Favorite Murder! Sharing never-before-heard stories ranging from their struggles with depression, eating disorders, and addiction, Karen and Georgia irreverently recount their biggest mistakes and deepest fears, reflecting on the formative life events that shaped them into two of the most followed voices in the nation. In Stay Sexy & Don’t Get Murdered, Karen and Georgia focus on the importance of self-advocating and valuing personal safety over being ‘nice’ or ‘helpful.’ They delve into their own pasts, true crime stories, and beyond to discuss meaningful cultural and societal issues with fierce empathy and unapologetic frankness. “In many respects, Stay Sexy & Don’t Get Murdered distills the My Favorite Murder podcast into its most essential elements: Georgia and Karen. They lay themselves bare on the page, in all of their neuroses, triumphs, failures, and struggles. From eating disorders to substance abuse and kleptomania to the wonders of therapy, Kilgariff and Hardstark recount their lives with honesty, humor, and compassion, offering their best unqualified life-advice along the way.” —Entertainment Weekly “Like the podcast, the book offers funny, feminist advice for survival—both in the sense of not getting killed and just, like, getting a job and working through your personal shit so you can pay your bills and have friends.” —Rolling Stone At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied."
