,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths,description
91,91,91,91,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6167/9781616770754.jpg,Piano Adventures,Nancy Faber,Paperback,4.0,7.56,$,9.0,9781616770754,Art-Photography,dataset/Art-Photography/0000092.jpg,"(Faber Piano Adventures ). The appeal of popular music spans generations and genres. In this collection of 27 hits, enjoy folk tunes like ""Ashokan Farewell"" and ""Bridge Over Troubled Water,"" movie themes from James Bond and Batman , Broadway numbers from Evita and A Little Night Music , and chart-toppers performed by Michael Jackson, Adele, Billy Joel, and more. Adult Piano Adventures Popular Book 2 provides this variety, yet with accessible arrangements for the progressing pianist. Students may advance through the book alongside method studies, or jump to all their favorites. Optional chord symbols above the staff guide understanding and personal expression."
92,92,92,92,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8828/9780882848167.jpg,"Alfred's Basic Piano Prep Course Lesson Book, Bk a",Willard A Palmer,Paperback,0.0,7.14,$,7.8,9780882848167,Art-Photography,dataset/Art-Photography/0000093.jpg,"Alfred's Basic Prep Course, Lesson Book A is specifically designed for beginners who are five years old and up. Through the use of appealing music and attractive illustrations, it is no wonder that Lesson Book A is the most widely used young beginner's piano book now available. This course takes into consideration the normal attention span, as well as the small-sized hands of the young beginner. Shortly after beginning, the young student will be able to play ""Merrily We Roll Along."" A companion CD is included. The complete Prep Course consists of six books (Levels A through F). This course is most effective when used under the direction of a piano teacher or experienced musician."
93,93,93,93,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4137/9780413715609.jpg,Story,Robert McKee,Paperback,4.5,24.10,$,27.5,9780413715609,Art-Photography,dataset/Art-Photography/0000094.jpg,"Delighting in the look and feel of books, conceptual artist Nina Katchadourian's playful photographic series proves that books' covers—or more specifically, their spines—can speak volumes. Over the past two decades, Katchadourian has perused libraries across the globe, selecting, stacking, and photographing groupings of two, three, four, or five books so that their titles can be read as sentences, creating whimsical narratives from the text found there. Thought-provoking, clever, and at times laugh-out-loud funny (one cluster of titles from the Akron Museum of Art's research library consists of: Primitive Art/Just Imagine/Picasso/Raised by Wolves), Sorted Books is an enthralling collection of visual poems full of wry wit and bookish smarts."
94,94,94,94,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4521/9781452118697.jpg,Vader's Little Princess,Jeffrey Brown,Hardback,4.0,10.49,$,13.49,9781452118697,Art-Photography,dataset/Art-Photography/0000095.jpg,"In this irresistibly funny follow-up to the breakout bestseller Darth Vader and Son, Vader—Sith Lord and leader of the Galactic Empire—now faces the trials, joys, and mood swings of raising his daughter Leia as she grows from a sweet little girl into a rebellious teenager. Smart and funny illustrations by artist Jeffrey Brown give classic Star Wars moments a twist by bringing these iconic family relations together under one roof. From tea parties to teaching Leia how to fly a TIE fighter, regulating the time she spends talking with friends via R2-D2's hologram, and making sure Leia doesn’t leave the house wearing only the a skirted metal bikini, Vader’s parenting skills are put hilariously to the test. Plus, this is the fixed-format version, which looks almost identical to the print edition."
95,95,95,95,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1431/9780143107521.jpg,The Poetics of Space,Gaston Bachelard,Paperback,4.0,10.14,$,12.9,9780143107521,Art-Photography,dataset/Art-Photography/0000096.jpg,"A beloved multidisciplinary treatise comes to Penguin Classics Since its initial publication in 1958, The Poetics of Space has been a muse to philosophers, architects, writers, psychologists, critics, and readers alike. The rare work of irresistibly inviting philosophy, Bachelard’s seminal work brims with quiet revelations and stirring, mysterious imagery. This lyrical journey takes as its premise the emergence of the poetic image and finds an ideal metaphor in the intimate spaces of our homes. Guiding us through a stream of meditations on poetry, art, and the blooming of consciousness itself, Bachelard examines the domestic places that shape and hold our dreams and memories. Houses and rooms; cellars and attics; drawers, chests, and wardrobes; nests and shells; nooks and corners: No space is too vast or too small to be filled by our thoughts and our reveries. In Bachelard’s enchanting spaces, “We are never real historians, but always near poets, and our emotion is perhaps nothing but an expression of a poetry that was lost.” This new edition features a foreword by Mark Z. Danielewski, whose bestselling novel House of Leaves drew inspiration from Bachelard’s writings, and an introduction by internationally renowned philosopher Richard Kearney who explains the book’s enduring importance and its role within Bachelard’s remarkable career. For more than sixty-five years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,500 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
96,96,96,96,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751547832.jpg,Bossypants,Tina Fey,Paperback,4.0,8.29,$,12.4,9780751547832,Art-Photography,dataset/Art-Photography/0000097.jpg,"The breakout star of Saturday Night Live and Thirty Rock gives a humorous account of her life, as well as behind-the-scenes stories from her hit shows. 1 million first printing."
97,97,97,97,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1076/9781107615496.jpg,Macbeth,Vicki Wienand,Paperback,4.0,11.55,$,,9781107615496,Art-Photography,dataset/Art-Photography/0000098.jpg,
98,98,98,98,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8566/9781856697057.jpg,Pattern Magic,Tomoko Nakamichi,Paperback,4.5,14.32,$,24.0,9781856697057,Art-Photography,dataset/Art-Photography/0000099.jpg,"Pattern Magic 2 is the cult pattern-cutting book from Japan, partner to the original title Pattern Magic. Inspiring and exciting, this volume takes a creative approach to pattern cutting, with more step-by-step projects for fashion designers and dressmakers to enjoy. These easy-to-follow illustrations and detailed instructions makeit easy to create stunning, sculptural clothes."
99,99,99,99,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7181/9780718183585.jpg,The Ladybird Book of the Shed,Jason Hazeley,Hardback,4.0,7.84,$,10.3,9780718183585,Art-Photography,dataset/Art-Photography/0000100.jpg,"THE PERFECT GIFT for those Dads who spend a little too much time in the shed. _________________________________ Using your shed as an office is called shedworking. Bunny works from his shed. He is a freelance cow-whisperer. At least, that's what he tells his wife. Bunny is unemployed. __________________________________ 'Michael and Gwen are looking for the placemats Gwen's mother bought them for Christmas. 'Quick,' says Gwen. 'She will be here in twenty minutes!' 'I bet we hid them in here,' says Michael, closing himself inside the quiet shed. Michael says he will not give up looking for the mats in the shed, even if it takes him all day.' __________________________________ This delightful book is the latest in the series of Ladybird books which have been specially planned to help grown-ups with the world about them. The large clear script, the careful choice of words, the frequent repetition and the thoughtful matching of text with pictures all enable grown-ups to think they have taught themselves to cope. Featuring original Ladybird artwork alongside brilliantly funny, brand new text. 'Hilarious' Stylist Other new titles for Autumn 2017: How it Works: The Brother How it Works: The Sister The Ladybird Book of the Ex The Ladybird Book of the Nerd The Ladybird Book of the New You The Ladybird Book of Balls The Ladybird Book of the Big Night Out The Ladybird Book of the Quiet Night In People at Work: The Rock Star Previous titles in the Ladybirds for Grown Ups series: How it Works: The Husband How it Works: The Wife How it Works: The Mum How it Works: The Dad The Ladybird Book of the Mid-Life Crisis The Ladybird Book of the Hangover The Ladybird Book of Mindfulness The Ladybird Book of the Shed The Ladybird Book of Dating The Ladybird Book of the Hipster How it Works: The Student How it Works: The Cat How it Works: The Dog How it Works: The Grandparent The Ladybird Book of Red Tape The Ladybird Book of the People Next Door The Ladybird Book of the Sickie The Ladybird Book of the Zombie Apocalypse The Ladybird Book of the Do-Gooder"
100,100,100,100,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6167/9781616776190.jpg,Piano Adventures,Nancy Faber,Paperback,4.5,9.94,$,10.0,9781616776190,Art-Photography,dataset/Art-Photography/0000101.jpg,"(Faber Piano Adventures ). The appeal of popular music spans generations and genres. In this collection of 27 hits, enjoy folk tunes like ""Ashokan Farewell"" and ""Bridge Over Troubled Water,"" movie themes from James Bond and Batman , Broadway numbers from Evita and A Little Night Music , and chart-toppers performed by Michael Jackson, Adele, Billy Joel, and more. Adult Piano Adventures Popular Book 2 provides this variety, yet with accessible arrangements for the progressing pianist. Students may advance through the book alongside method studies, or jump to all their favorites. Optional chord symbols above the staff guide understanding and personal expression."
101,101,101,101,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9788/8837/9788883701054.jpg,Moleskine Pocket Sketchbook Black,,Notebook / blank book,0.0,9.79,$,15.9,9788883701054,Art-Photography,dataset/Art-Photography/0000102.jpg,
102,102,102,102,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5527/9780552777353.jpg,At Home,Bill Bryson,Paperback,4.0,11.53,$,,9780552777353,Art-Photography,dataset/Art-Photography/0000103.jpg,
103,103,103,103,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7860/9781786010193.jpg,"Piano Exam Pieces 2019 & 2020, ABRSM Grade 1",,Sheet music,4.0,7.33,$,7.8,9781786010193,Art-Photography,dataset/Art-Photography/0000104.jpg,
104,104,104,104,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969140.jpg,"Piano Scales, Arpeggios & Broken Chords, Grade 2",ABRSM,Sheet music,4.0,6.04,$,6.2,9781860969140,Art-Photography,dataset/Art-Photography/0000105.jpg,"An invaluable collection of scale, chord, arpeggio and cadence studies in all major and minor keys. Each key is presented in a unique two page format: the left hand page presents the scale in parallel motion, contrary motion, and parallel motion in thirds and sixths. The right hand page contains triads, cadences and arpeggios in root position, 1st inversion and 2nd inversion. These excellent all-inclusive books teach scales, chords, arpeggios, and cadences at three different levels. The FIRST book (#11761) accommodates the learning pace of younger students such as those in Alfred's Basic, Level 2. The BASIC book (#5754) is slightly more in-depth, presenting scales, chords, arpeggios, and cadence studies in all the major and minor keys. The COMPLETE book (#5743) features everything in the BASIC book, plus extra features like a 12-page explanation that leads to complete understanding of the fundamentals of major and minor scales, chords, arpeggios, and cadences; a clear explanation of scale degrees; and a two-page guide to fingering the scales and arpeggios"
105,105,105,105,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3305/9780330523592.jpg,Musicophilia,Oliver Sacks,Paperback,4.0,9.43,$,13.9,9780330523592,Art-Photography,dataset/Art-Photography/0000106.jpg,"In Musicophilia in Mumbai Tejaswini Niranjana traces the place of Hindustani classical music in Mumbai throughout the long twentieth century as the city moved from being a seat of British colonial power to a vibrant postcolonial metropolis. Drawing on historical archives, newspapers, oral histories, and interviews with musicians, critics, students, and instrument makers as well as her own personal experiences as a student of Hindustani classical music, Niranjana shows how the widespread love of music throughout the city created a culture of collective listening that brought together people of diverse social and linguistic backgrounds. This culture produced modern subjects Niranjana calls musicophiliacs, whose subjectivity was grounded in a social rather than an individualistic context. By attending concerts, learning instruments, and performing at home and in various urban environments, musicophiliacs embodied forms of modernity that were distinct from those found in the West. In tracing the relationship between musical practices and the formation of the social subject, Niranjana opens up new ways to think about urbanity, subjectivity, culture, and multiple modernities."
106,106,106,106,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3757/9780375714832.jpg,The Complete Persepolis,Marjane Satrapi,Paperback,4.5,22.02,$,26.3,9780375714832,Art-Photography,dataset/Art-Photography/0000107.jpg,"Wise, often funny, sometimes heartbreaking, Persepolis tells the story of Marjane Satrapi's life in Tehran from the ages of six to fourteen, years that saw the overthrow of the Shah's regime, the triumph of the Islamic Revolution and the devastating effects of war with Iraq. The intelligent and outspoken child of radical Marxists, and the great-grandaughter of Iran's last emperor, Satrapi bears witness to a childhood uniquely entwined with the history of her country. Persepolis paints an unforgettable portrait of daily life in Iran and of the bewildering contradictions between home life and public life. Amidst the tragedy, Marjane's child's eye view adds immediacy and humour, and her story of a childhood at once outrageous and ordinary, beset by the unthinkable and yet buffered by an extraordinary and loving family, is immensely moving. It is also very beautiful; Satrapi's drawings have the power of the very best woodcuts."
107,107,107,107,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8441/9781844137862.jpg,Wall and Piece,"""Banksy""",Hardback,4.0,23.22,$,25.2,9781844137862,Art-Photography,dataset/Art-Photography/0000108.jpg,Monkeys - Cops - Rats - Cows - Art - Street furniture.
108,108,108,108,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0620/9780062066312.jpg,How to Archer,Sterling Archer,Paperback,4.0,11.11,$,18.0,9780062066312,Art-Photography,dataset/Art-Photography/0000109.jpg,"Lying is like 95% of what I do. But believe me: in this book, I’ll let you know exactly how to become a master spy just like me. Obviously, you won’t be as good at it as I am, but that’s because you’re you, and I’m Sterling Archer. I know, I know, it sucks not being me. But don’t beat yourself up about it, because I’m going to show you all the good stuff—what to wear; what to drink; how to seduce women (and, when necessary, men); how to beat up men (and, when necessary, women); how to tell the difference between call girls and hookers (hint: when they’re dead, they’re just hookers) and everything about weapons, secret devices, lying ex-girlfriends, and turtlenecks. In a word? How to Archer."
109,109,109,109,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969157.jpg,"Piano Scales & Arpeggios, Grade 3",ABRSM,Sheet music,4.0,6.33,$,6.7,9781860969157,Art-Photography,dataset/Art-Photography/0000110.jpg,
110,110,110,110,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969072.jpg,"Piano Specimen Sight-Reading Tests, Grade 3",ABRSM,Sheet music,3.0,6.70,$,7.0,9781860969072,Art-Photography,dataset/Art-Photography/0000111.jpg,
111,111,111,111,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5712/9780571229116.jpg,Waiting for Godot,Samuel Beckett,Paperback,4.0,9.00,$,12.9,9780571229116,Art-Photography,dataset/Art-Photography/0000112.jpg,"Subtitled 'A tragicomedy in two Acts', and famously described by the Irish critic Vivien Mercier as a play in which 'nothing happens, twice', En attendant Godot was first performed at the Théâtre de Babylone in Paris in 1953. It was translated into English by Samuel Beckett, and Waiting for Godot opened at the Arts Theatre in London in 1955. 'Go and see Waiting for Godot. At the worst you will discover a curiosity, a four-leaved clover, a black tulip; at the best something that will securely lodge in a corner of your mind for as long as you live.' Harold Hobson, 7 August 1955 'I told him that if by Godot I had meant God I would have said God, and not Godot. This seemed to disappoint him greatly.' Samuel Beckett, 1955"
112,112,112,112,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4722/9781472261250.jpg,The Quite Nice and Fairly Accurate Good Omens Script Book,Neil Gaiman,Hardback,4.5,15.43,$,24.0,9781472261250,Art-Photography,dataset/Art-Photography/0000113.jpg,"Neil Gaiman’s complete original scripts for the highly anticipated six-episode original series, adapted from the classic novel he wrote with Terry Pratchett. First published nearly thirty years ago, the novel Good Omens has sold more than five million copies worldwide and is beloved by Gaiman and Pratchett fans alike. Collected here are Neil Gaiman’s original scripts for the Good Omens television series, offering readers deeper insight into Gaiman’s brilliant new adaptation of a masterwork. A tale of good and evil and the end of the world, Good Omens stars Michael Sheen as the angel Aziraphale; David Tennant as the demon Crowley; and Jon Hamm as the archangel Gabriel, as well as Anna Maxwell Martin, Josie Lawrence, Adria Arjona, Michael McKean, Jack Whitehall, Miranda Richardson, and Nick Offerman."
113,113,113,113,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473630833.jpg,The Secret Lives of Colour,Kassia St. Clair,Paperback,4.0,12.11,$,16.0,9781473630833,Art-Photography,dataset/Art-Photography/0000114.jpg,"THE SUNDAY TIMES BESTSELLER 'A mind-expanding tour of the world without leaving your paintbox. Every colour has a story, and here are some of the most alluring, alarming, and thought-provoking. Very hard painting the hallway magnolia after this inspiring primer.' Simon Garfield The Secret Lives of Colour tells the unusual stories of the 75 most fascinating shades, dyes and hues. From blonde to ginger, the brown that changed the way battles were fought to the white that protected against the plague, Picasso's blue period to the charcoal on the cave walls at Lascaux, acid yellow to kelly green, and from scarlet women to imperial purple, these surprising stories run like a bright thread throughout history. In this book Kassia St Clair has turned her lifelong obsession with colours and where they come from (whether Van Gogh's chrome yellow sunflowers or punk's fluorescent pink) into a unique study of human civilisation. Across fashion and politics, art and war, The Secret Lives of Colour tell the vivid story of our culture."
114,114,114,114,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9098/9781909855724.jpg,Dream Catcher,Christina Rose,Paperback,0.0,8.24,$,,9781909855724,Art-Photography,dataset/Art-Photography/0000115.jpg,"Ruth is a misfit. Within the protective Dome of Ark Three, she alone disrupts the Web, the perfect pattern formed by the psychic joining of minds. A fast-moving science fiction adventure.--[P]. 4 of cover."
115,115,115,115,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0609/9780060989156.jpg,The Dirt : Confessions of the Most Notorious Rock Band,Neil Strauss,Paperback,4.0,12.98,$,20.1,9780060989156,Art-Photography,dataset/Art-Photography/0000116.jpg,"NOW A NETFLIX ORIGINAL MOVIE STARRING MACHINE GUN KELLY, DANIEL WEBBER, DOUGLAS BOOTH, AND IWAN RHEON, DIRECTED BY JEFF TREMAINE. Celebrate thirty years of the world's most notorious rock band with the deluxe collectors' edition of The Dirt—the outrageous, legendary, no-holds-barred autobiography of Mötley Crüe. Fans have gotten glimpses into the band's crazy world of backstage scandals, celebrity love affairs, rollercoaster drug addictions, and immortal music in Mötley Crüe books like Tommyland and The Heroin Diaries, but now the full spectrum of sin and success by Tommy Lee, Nikki Sixx, Vince Neil, and Mick Mars is an open book in The Dirt. Even fans already familiar with earlier editions of the bestselling exposé will treasure this gorgeous deluxe edition. Joe Levy at Rolling Stone calls The Dirt ""without a doubt . . . the most detailed account of the awesome pleasures and perils of rock & roll stardom I have ever read. It is completely compelling and utterly revolting."""
116,116,116,116,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8109/9780810959545.jpg,The Diary of Frida Kahlo,Carlos Fuentes,Hardback,4.0,17.05,$,22.95,9780810959545,Art-Photography,dataset/Art-Photography/0000117.jpg,"A facsimile of the diary of the twentieth-century Mexican artist, which is accompanied by an English transcription and commentary and more than three hundred illustrations."
117,117,117,117,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8771/9780877180203.jpg,Teaching Little Fingers to Play,Willis Music,Paperback,0.0,6.77,$,8.0,9780877180203,Art-Photography,dataset/Art-Photography/0000118.jpg,"(Willis). A piano series for the early beginner combining rote and note approach. The melodies are written with careful thought and are kept as simple as possible, yet they are refreshingly delightful. All the music lies within the grasp of the child's small hands."
118,118,118,118,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8828/9780882847894.jpg,"Alfred's Basic Piano Library Lesson Book, Bk 1b",Willard A Palmer,Paperback,4.0,7.78,$,,9780882847894,Art-Photography,dataset/Art-Photography/0000119.jpg,"This easy step-by-step method emphasizes correct playing habits and note reading through interval recognition. Lesson Book 1B begins by reviewing the concepts taught in Lesson Book 1A, then introduces new concepts such as incomplete measures, tempo markings, eighth notes and rests, using the damper pedal, half steps and whole steps. It also introduces the major scale through the concept of tetrachords. Songs Include: Brother John * Carol in G Major * The Carousel * The Clown * Concert Time * A Cowboy's Song * The Cuckoo * French Lullaby * Good King Wenceslas * Good Morning to You! * Good Sounds * Grandpa's Clock * The Greatest Show on Earth! * G's in the ""BAG"" * Hail to Thee, America! * Harp Song * Happy Birthday to You! * Indians * Join the Fun * The Magic Man * Money Can't Buy Everything * Music Box Rock * Oom-Pa-Pa! * Ping Pong * The Planets * The Rainbow * Sonatina * Step Right Up! * Waltz Time * When Our Band Goes Marching By! * When the Saints Go Marching In * The Whirlwind * The Windmill * Yankee Doodle"
119,119,119,119,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969058.jpg,"Piano Specimen Sight-Reading Tests, Grade 1",ABRSM,Sheet music,4.0,7.47,$,,9781860969058,Art-Photography,dataset/Art-Photography/0000120.jpg,
120,120,120,120,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486401065.jpg,Twelve Garden Fairies Bookmarks,Darcy May,Paperback,0.0,2.81,$,,9780486401065,Art-Photography,dataset/Art-Photography/0000121.jpg,"These enchanting images are ideal for marking your place in any book. Twelve captivating bookmarks depict a host of ethereal fairyland creatures in repose against colorful garden backdrops — seated on a leafy perch beneath lovely blossoms, climbing an ivy vine, and in other floral settings. Printed on sturdy stock and laminated for durability, these easily detachable, ready-to-use place keepers, presented in a handy book format, will stay clean and wrinkle-free until ready for use."
121,121,121,121,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4864/9780486409511.jpg,Mastering Copperplate Calligraphy,Eleanor Winters,Paperback,4.5,12.62,$,14.95,9780486409511,Art-Photography,dataset/Art-Photography/0000122.jpg,"Practical guide teaches elegant 18th-century writing style. Each letterform demonstrated stroke by stroke with clear explanation. Write quotations, poems, invitations, more. Numerous black-and-white illus. Bibliography."
122,122,122,122,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6167/9781616770846.jpg,Piano Adventures,Nancy Faber,Paperback,4.0,7.56,$,9.0,9781616770846,Art-Photography,dataset/Art-Photography/0000123.jpg,"(Faber Piano Adventures ). The appeal of popular music spans generations and genres. In this collection of 27 hits, enjoy folk tunes like ""Ashokan Farewell"" and ""Bridge Over Troubled Water,"" movie themes from James Bond and Batman , Broadway numbers from Evita and A Little Night Music , and chart-toppers performed by Michael Jackson, Adele, Billy Joel, and more. Adult Piano Adventures Popular Book 2 provides this variety, yet with accessible arrangements for the progressing pianist. Students may advance through the book alongside method studies, or jump to all their favorites. Optional chord symbols above the staff guide understanding and personal expression."
123,123,123,123,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6167/9781616776213.jpg,My First Piano Adventure - Lesson Book B/CD,Nancy Faber,Paperback,4.5,9.78,$,10.0,9781616776213,Art-Photography,dataset/Art-Photography/0000124.jpg,"(Faber Piano Adventures ). Written for ages 5 and 6, My First Piano Adventure captures the child's playful spirit. Fun-filled songs, rhythm games and technique activities develop beginning keyboard skills. Three distinguishing features of the Lesson Book A make it unique and effective for the young 5-6 year old beginner. 1. A strong focus on technique embedded in the book through playful technique games, chants, and carefully-composed pieces that gently lead the child into pianistic motions. 2. An outstanding CD for the young student to listen, sing, tap, and play along with at the piano. The orchestrated songs on the CD feature children singing the lyrics, which has great appeal to the 5-6 year old beginner. The CD becomes a ready-made practice partner that guides the student and parent for all the pieces and activities in the books. 3. The fanciful art features five multi-cultural children who are also learning to play. These friends at the piano introduce basic rhythms, white key names, and a variety of white and black-key songs that span classical, folk, and blues. Young students will listen, sing, create, and play more musically with Nancy and Randall Faber s My First Piano Adventure, Lesson Book A. The Lesson Book introduces directional pre-reading, elementary music theory and technique with engaging songs, games, and creative discovery at the keyboard. Young students will enjoy the multi-cultural ""friends at the piano"" who introduce white-key names, basic rhythms, and a variety of songs which span classical, folk, and blues. Ear-training and eye-training are also part of the curriculum. The Fabers' instructional theory ""ACE"" - Analysis, Creativity, and Expression, guides the pedagogy of My First Piano Adventure. Analysis leads to understanding, creativity leads to self-discovery, and expression develops personal artistry. The CD for this book offers a unique listening experience with outstanding orchestrations and vocals. The recordings demonstrate a key principle of the course: when children listen, sing, tap, and move to their piano music, they play more musically. View Helpful Introductory Videos Here"
124,124,124,124,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9784/8053/9784805314531.jpg,Japanese Knitting Stitch Bible,Hitomi Shida,Paperback,4.5,16.37,$,18.0,9784805314531,Art-Photography,dataset/Art-Photography/0000125.jpg,"In the Japanese Knitting Stitch Bible knitting guru Hitomi Shida shares some of her favorite needlework patterns. Shida's strikingly original designs and variations on every imaginable classic stitch result in intricate patterns that form the basis for beautiful and unique knitted fashions. This is the perfect book for the experienced knitter who is looking for new stitches that yield spectacular results! This Japanese knitting book features a wide range of rewarding and intricate stitches including: cables popcorn stitches twisted stitches edgings and many more… A set of detailed, step-by-step diagrams show you how to execute all the basic stitches. Instructions and diagrams for a series of small projects offer practice working with large patterns, lacy patterns, pattern arrangement and round yokes among other things. The knitting projects include: A classic hat made using large patterns An elegant scarf in lacy patterns The ever-popular fingerless mittens Thick socks that can be made using various patterns A feminine collar using round stitching And much more! Japanese Knitting Stitch Bible represents a whole new adventure for knitters and is sure to become a valued reference for beginning knitters and experts alike."
125,125,125,125,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6121/9781612122311.jpg,Nature Anatomy,Julia Rothman,Paperback,4.5,13.00,$,14.95,9781612122311,Art-Photography,dataset/Art-Photography/0000126.jpg,"See the world in a whole new way! Acclaimed illustrator Julia Rothman combines art and science in this exciting and educational guide to the structure, function, and personality of the natural world. Explore the anatomy of a jellyfish, the inside of a volcano, monarch butterfly migration, how sunsets work, and much more. Rothman’s whimsical illustrations are paired with interactive activities that encourage curiosity and inspire you to look more closely at the world all around you."
126,126,126,126,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5534/9780553409024.jpg,The Celestine Prophecy,James Redfield,Paperback,3.5,10.14,$,12.4,9780553409024,Art-Photography,dataset/Art-Photography/0000127.jpg,"THE #1 BESTSELLING INTERNATIONAL PHENOMENON - NOW WITH A NEW PREFACE You have never read a book like this before--a book that comes along once in a lifetime to change lives forever. In the rain forests of Peru, an ancient manuscript has been discovered. Within its pages are 9 key insights into life itself -- insights each human being is predicted to grasp sequentially; one insight, then another, as we move toward a completely spiritual culture on Earth. Drawing on ancient wisdom, it tells you how to make connections among the events happening in your life right now and lets you see what is going to happen to you in the years to come. The story it tells is a gripping one of adventure and discovery, but it is also a guidebook that has the power to crystallize your perceptions of why you are where you are in life and to direct your steps with a new energy and optimism as you head into tomorrow. Praise for The Celestine Prophecy ""A gripping adventure story filled with intrigue, suspense, and spiritual revelations."" - Commonwealth Journal ""A spiritual classic...a book to read and reread, to cherish, and to give to friends."" - Joan Borysenko, PhD, author of Fire in the Soul ""In his inimitable style of great storytelling, Redfield opens us up to a world of insight, inspiration, synchronicity, and power."" - Deepak Chopra"
127,127,127,127,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2625/9780262525671.jpg,The Design of Everyday Things,Donald A. Norman,Paperback,4.0,16.65,$,18.0,9780262525671,Art-Photography,dataset/Art-Photography/0000128.jpg,
128,128,128,128,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7579/9780757900617.jpg,Suzuki Violin School: v.1,Shinichi Suzuki,Paperback,4.0,7.69,$,11.95,9780757900617,Art-Photography,dataset/Art-Photography/0000129.jpg,"Teach violin with the popular Suzuki Violin School. Revised edition features: New engravings in a 9"" x 12"" format New editing of pieces, including bowings and fingerings 16 additional pages Additional exercises, some from Dr. Suzuki, plus additional insight and suggestions for teachers Glossary of terms in English, French, German and Spanish Musical notation guide Fingerboard position. Titles: Study Points * Tonalization * Vibrato Exercises * Gavotte (P. Martini) * Minuet (J. S. Bach) * Gavotte in G Minor (J. S. Bach) * Humoresque (A. Dvor?k) * Gavotte (J. Becker) * Gavotte in D Major (J. S. Bach) * Bourr?e (J. S. Bach) This title is available in SmartMusic."
129,129,129,129,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8828/9780882846163.jpg,Alfred's Basic Adult Piano Course: Lesson Book Level 1,Willard A Palmer,Paperback,0.0,11.17,$,12.4,9780882846163,Art-Photography,dataset/Art-Photography/0000130.jpg,This book teaches sight reading in a systematic way by creating exercises based on the same concepts that the student is studying in the Lesson Book. Exercises are short and the music is generally easier than correlating pages in the Lesson Book.
